freq,imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.2 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.4 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.6 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.8 ))
4.977E6,-981.2E-15,-1.028E-12,-1.246E-12,-1.305E-12
4.978E6,-981.4E-15,-1.028E-12,-1.247E-12,-1.305E-12
4.979E6,-981.6E-15,-1.028E-12,-1.247E-12,-1.306E-12
4.980E6,-981.8E-15,-1.028E-12,-1.247E-12,-1.306E-12
4.981E6,-982.0E-15,-1.029E-12,-1.247E-12,-1.306E-12
4.982E6,-982.2E-15,-1.029E-12,-1.248E-12,-1.306E-12
4.983E6,-982.3E-15,-1.029E-12,-1.248E-12,-1.307E-12
4.984E6,-982.5E-15,-1.029E-12,-1.248E-12,-1.307E-12
4.985E6,-982.7E-15,-1.029E-12,-1.248E-12,-1.307E-12
4.986E6,-982.9E-15,-1.030E-12,-1.249E-12,-1.307E-12
4.987E6,-983.1E-15,-1.030E-12,-1.249E-12,-1.308E-12
4.988E6,-983.3E-15,-1.030E-12,-1.249E-12,-1.308E-12
4.989E6,-983.5E-15,-1.030E-12,-1.249E-12,-1.308E-12
4.990E6,-983.7E-15,-1.030E-12,-1.250E-12,-1.308E-12
4.991E6,-983.9E-15,-1.031E-12,-1.250E-12,-1.309E-12
4.992E6,-984.1E-15,-1.031E-12,-1.250E-12,-1.309E-12
4.993E6,-984.3E-15,-1.031E-12,-1.250E-12,-1.309E-12
4.994E6,-984.5E-15,-1.031E-12,-1.251E-12,-1.310E-12
4.995E6,-984.7E-15,-1.031E-12,-1.251E-12,-1.310E-12
4.996E6,-984.9E-15,-1.032E-12,-1.251E-12,-1.310E-12
4.997E6,-985.1E-15,-1.032E-12,-1.251E-12,-1.310E-12
4.998E6,-985.3E-15,-1.032E-12,-1.252E-12,-1.311E-12
4.999E6,-985.5E-15,-1.032E-12,-1.252E-12,-1.311E-12
5.000E6,-985.7E-15,-1.032E-12,-1.252E-12,-1.311E-12
5.001E6,-985.9E-15,-1.033E-12,-1.252E-12,-1.311E-12
5.002E6,-986.1E-15,-1.033E-12,-1.253E-12,-1.312E-12
5.003E6,-986.3E-15,-1.033E-12,-1.253E-12,-1.312E-12
5.004E6,-986.5E-15,-1.033E-12,-1.253E-12,-1.312E-12
5.005E6,-986.7E-15,-1.033E-12,-1.253E-12,-1.312E-12
5.006E6,-986.9E-15,-1.034E-12,-1.254E-12,-1.313E-12
5.007E6,-987.1E-15,-1.034E-12,-1.254E-12,-1.313E-12
5.008E6,-987.3E-15,-1.034E-12,-1.254E-12,-1.313E-12
5.009E6,-987.5E-15,-1.034E-12,-1.254E-12,-1.313E-12
5.010E6,-987.7E-15,-1.035E-12,-1.255E-12,-1.314E-12
5.011E6,-987.9E-15,-1.035E-12,-1.255E-12,-1.314E-12
5.012E6,-988.1E-15,-1.035E-12,-1.255E-12,-1.314E-12
5.013E6,-988.3E-15,-1.035E-12,-1.255E-12,-1.315E-12
5.014E6,-988.5E-15,-1.035E-12,-1.256E-12,-1.315E-12
5.015E6,-988.7E-15,-1.036E-12,-1.256E-12,-1.315E-12
5.016E6,-988.9E-15,-1.036E-12,-1.256E-12,-1.315E-12
5.017E6,-989.1E-15,-1.036E-12,-1.256E-12,-1.316E-12
5.018E6,-989.2E-15,-1.036E-12,-1.257E-12,-1.316E-12
5.019E6,-989.4E-15,-1.036E-12,-1.257E-12,-1.316E-12
5.020E6,-989.6E-15,-1.037E-12,-1.257E-12,-1.316E-12
5.021E6,-989.8E-15,-1.037E-12,-1.257E-12,-1.317E-12
5.022E6,-990.0E-15,-1.037E-12,-1.258E-12,-1.317E-12
5.023E6,-990.2E-15,-1.037E-12,-1.258E-12,-1.317E-12
5.024E6,-990.4E-15,-1.037E-12,-1.258E-12,-1.317E-12
5.025E6,-990.6E-15,-1.038E-12,-1.258E-12,-1.318E-12
5.026E6,-990.8E-15,-1.038E-12,-1.259E-12,-1.318E-12
5.027E6,-991.0E-15,-1.038E-12,-1.259E-12,-1.318E-12
5.028E6,-991.2E-15,-1.038E-12,-1.259E-12,-1.318E-12
5.029E6,-991.4E-15,-1.038E-12,-1.259E-12,-1.319E-12
5.030E6,-991.6E-15,-1.039E-12,-1.260E-12,-1.319E-12
5.031E6,-991.8E-15,-1.039E-12,-1.260E-12,-1.319E-12
5.032E6,-992.0E-15,-1.039E-12,-1.260E-12,-1.319E-12
5.033E6,-992.2E-15,-1.039E-12,-1.260E-12,-1.320E-12
5.034E6,-992.4E-15,-1.039E-12,-1.261E-12,-1.320E-12
5.035E6,-992.6E-15,-1.040E-12,-1.261E-12,-1.320E-12
5.036E6,-992.8E-15,-1.040E-12,-1.261E-12,-1.321E-12
5.037E6,-993.0E-15,-1.040E-12,-1.261E-12,-1.321E-12
5.038E6,-993.2E-15,-1.040E-12,-1.262E-12,-1.321E-12
5.039E6,-993.4E-15,-1.041E-12,-1.262E-12,-1.321E-12
5.040E6,-993.6E-15,-1.041E-12,-1.262E-12,-1.322E-12
5.041E6,-993.8E-15,-1.041E-12,-1.262E-12,-1.322E-12
5.042E6,-994.0E-15,-1.041E-12,-1.263E-12,-1.322E-12
5.043E6,-994.2E-15,-1.041E-12,-1.263E-12,-1.322E-12
5.044E6,-994.4E-15,-1.042E-12,-1.263E-12,-1.323E-12
5.045E6,-994.6E-15,-1.042E-12,-1.263E-12,-1.323E-12
5.046E6,-994.8E-15,-1.042E-12,-1.264E-12,-1.323E-12
5.047E6,-995.0E-15,-1.042E-12,-1.264E-12,-1.323E-12
5.048E6,-995.2E-15,-1.042E-12,-1.264E-12,-1.324E-12
5.049E6,-995.4E-15,-1.043E-12,-1.264E-12,-1.324E-12
5.050E6,-995.6E-15,-1.043E-12,-1.265E-12,-1.324E-12
5.051E6,-995.8E-15,-1.043E-12,-1.265E-12,-1.324E-12
5.052E6,-996.0E-15,-1.043E-12,-1.265E-12,-1.325E-12
5.053E6,-996.1E-15,-1.043E-12,-1.265E-12,-1.325E-12
5.054E6,-996.3E-15,-1.044E-12,-1.266E-12,-1.325E-12
5.055E6,-996.5E-15,-1.044E-12,-1.266E-12,-1.326E-12
5.056E6,-996.7E-15,-1.044E-12,-1.266E-12,-1.326E-12
5.057E6,-996.9E-15,-1.044E-12,-1.266E-12,-1.326E-12
5.058E6,-997.1E-15,-1.044E-12,-1.267E-12,-1.326E-12
5.059E6,-997.3E-15,-1.045E-12,-1.267E-12,-1.327E-12
5.060E6,-997.5E-15,-1.045E-12,-1.267E-12,-1.327E-12
5.061E6,-997.7E-15,-1.045E-12,-1.267E-12,-1.327E-12
5.062E6,-997.9E-15,-1.045E-12,-1.268E-12,-1.327E-12
5.063E6,-998.1E-15,-1.045E-12,-1.268E-12,-1.328E-12
5.064E6,-998.3E-15,-1.046E-12,-1.268E-12,-1.328E-12
5.065E6,-998.5E-15,-1.046E-12,-1.268E-12,-1.328E-12
5.066E6,-998.7E-15,-1.046E-12,-1.269E-12,-1.328E-12
5.067E6,-998.9E-15,-1.046E-12,-1.269E-12,-1.329E-12
5.068E6,-999.1E-15,-1.047E-12,-1.269E-12,-1.329E-12
5.069E6,-999.3E-15,-1.047E-12,-1.269E-12,-1.329E-12
5.070E6,-999.5E-15,-1.047E-12,-1.270E-12,-1.329E-12
5.071E6,-999.7E-15,-1.047E-12,-1.270E-12,-1.330E-12
5.072E6,-999.9E-15,-1.047E-12,-1.270E-12,-1.330E-12
5.073E6,-1.000E-12,-1.048E-12,-1.270E-12,-1.330E-12
5.074E6,-1.000E-12,-1.048E-12,-1.271E-12,-1.331E-12
5.075E6,-1.000E-12,-1.048E-12,-1.271E-12,-1.331E-12
5.076E6,-1.001E-12,-1.048E-12,-1.271E-12,-1.331E-12
5.077E6,-1.001E-12,-1.048E-12,-1.271E-12,-1.331E-12
5.078E6,-1.001E-12,-1.049E-12,-1.272E-12,-1.332E-12
5.079E6,-1.001E-12,-1.049E-12,-1.272E-12,-1.332E-12
5.080E6,-1.001E-12,-1.049E-12,-1.272E-12,-1.332E-12
5.081E6,-1.002E-12,-1.049E-12,-1.272E-12,-1.332E-12
5.082E6,-1.002E-12,-1.049E-12,-1.273E-12,-1.333E-12
5.083E6,-1.002E-12,-1.050E-12,-1.273E-12,-1.333E-12
5.084E6,-1.002E-12,-1.050E-12,-1.273E-12,-1.333E-12
5.085E6,-1.002E-12,-1.050E-12,-1.273E-12,-1.333E-12
5.086E6,-1.003E-12,-1.050E-12,-1.274E-12,-1.334E-12
5.087E6,-1.003E-12,-1.050E-12,-1.274E-12,-1.334E-12
5.088E6,-1.003E-12,-1.051E-12,-1.274E-12,-1.334E-12
5.089E6,-1.003E-12,-1.051E-12,-1.274E-12,-1.334E-12
5.090E6,-1.003E-12,-1.051E-12,-1.275E-12,-1.335E-12
5.091E6,-1.004E-12,-1.051E-12,-1.275E-12,-1.335E-12
5.092E6,-1.004E-12,-1.051E-12,-1.275E-12,-1.335E-12
5.093E6,-1.004E-12,-1.052E-12,-1.275E-12,-1.335E-12
5.094E6,-1.004E-12,-1.052E-12,-1.276E-12,-1.336E-12
5.095E6,-1.004E-12,-1.052E-12,-1.276E-12,-1.336E-12
5.096E6,-1.005E-12,-1.052E-12,-1.276E-12,-1.336E-12
5.097E6,-1.005E-12,-1.052E-12,-1.276E-12,-1.337E-12
5.098E6,-1.005E-12,-1.053E-12,-1.277E-12,-1.337E-12
5.099E6,-1.005E-12,-1.053E-12,-1.277E-12,-1.337E-12
5.100E6,-1.005E-12,-1.053E-12,-1.277E-12,-1.337E-12
5.101E6,-1.006E-12,-1.053E-12,-1.277E-12,-1.338E-12
5.102E6,-1.006E-12,-1.054E-12,-1.278E-12,-1.338E-12
5.103E6,-1.006E-12,-1.054E-12,-1.278E-12,-1.338E-12
5.104E6,-1.006E-12,-1.054E-12,-1.278E-12,-1.338E-12
5.105E6,-1.006E-12,-1.054E-12,-1.278E-12,-1.339E-12
5.106E6,-1.007E-12,-1.054E-12,-1.279E-12,-1.339E-12
5.107E6,-1.007E-12,-1.055E-12,-1.279E-12,-1.339E-12
5.108E6,-1.007E-12,-1.055E-12,-1.279E-12,-1.339E-12
5.109E6,-1.007E-12,-1.055E-12,-1.279E-12,-1.340E-12
5.110E6,-1.007E-12,-1.055E-12,-1.280E-12,-1.340E-12
5.111E6,-1.008E-12,-1.055E-12,-1.280E-12,-1.340E-12
5.112E6,-1.008E-12,-1.056E-12,-1.280E-12,-1.340E-12
5.113E6,-1.008E-12,-1.056E-12,-1.280E-12,-1.341E-12
5.114E6,-1.008E-12,-1.056E-12,-1.281E-12,-1.341E-12
5.115E6,-1.008E-12,-1.056E-12,-1.281E-12,-1.341E-12
5.116E6,-1.009E-12,-1.056E-12,-1.281E-12,-1.342E-12
5.117E6,-1.009E-12,-1.057E-12,-1.281E-12,-1.342E-12
5.118E6,-1.009E-12,-1.057E-12,-1.282E-12,-1.342E-12
5.119E6,-1.009E-12,-1.057E-12,-1.282E-12,-1.342E-12
5.120E6,-1.009E-12,-1.057E-12,-1.282E-12,-1.343E-12
5.121E6,-1.010E-12,-1.057E-12,-1.282E-12,-1.343E-12
5.122E6,-1.010E-12,-1.058E-12,-1.283E-12,-1.343E-12
5.123E6,-1.010E-12,-1.058E-12,-1.283E-12,-1.343E-12
5.124E6,-1.010E-12,-1.058E-12,-1.283E-12,-1.344E-12
5.125E6,-1.010E-12,-1.058E-12,-1.283E-12,-1.344E-12
5.126E6,-1.011E-12,-1.058E-12,-1.284E-12,-1.344E-12
5.127E6,-1.011E-12,-1.059E-12,-1.284E-12,-1.344E-12
5.128E6,-1.011E-12,-1.059E-12,-1.284E-12,-1.345E-12
5.129E6,-1.011E-12,-1.059E-12,-1.284E-12,-1.345E-12
5.130E6,-1.011E-12,-1.059E-12,-1.285E-12,-1.345E-12
5.131E6,-1.012E-12,-1.060E-12,-1.285E-12,-1.345E-12
5.132E6,-1.012E-12,-1.060E-12,-1.285E-12,-1.346E-12
5.133E6,-1.012E-12,-1.060E-12,-1.285E-12,-1.346E-12
5.134E6,-1.012E-12,-1.060E-12,-1.286E-12,-1.346E-12
5.135E6,-1.012E-12,-1.060E-12,-1.286E-12,-1.347E-12
5.136E6,-1.013E-12,-1.061E-12,-1.286E-12,-1.347E-12
5.137E6,-1.013E-12,-1.061E-12,-1.286E-12,-1.347E-12
5.138E6,-1.013E-12,-1.061E-12,-1.287E-12,-1.347E-12
5.139E6,-1.013E-12,-1.061E-12,-1.287E-12,-1.348E-12
5.140E6,-1.013E-12,-1.061E-12,-1.287E-12,-1.348E-12
5.141E6,-1.013E-12,-1.062E-12,-1.287E-12,-1.348E-12
5.142E6,-1.014E-12,-1.062E-12,-1.288E-12,-1.348E-12
5.143E6,-1.014E-12,-1.062E-12,-1.288E-12,-1.349E-12
5.144E6,-1.014E-12,-1.062E-12,-1.288E-12,-1.349E-12
5.145E6,-1.014E-12,-1.062E-12,-1.288E-12,-1.349E-12
5.146E6,-1.014E-12,-1.063E-12,-1.289E-12,-1.349E-12
5.147E6,-1.015E-12,-1.063E-12,-1.289E-12,-1.350E-12
5.148E6,-1.015E-12,-1.063E-12,-1.289E-12,-1.350E-12
5.149E6,-1.015E-12,-1.063E-12,-1.289E-12,-1.350E-12
5.150E6,-1.015E-12,-1.063E-12,-1.290E-12,-1.350E-12
5.151E6,-1.015E-12,-1.064E-12,-1.290E-12,-1.351E-12
5.152E6,-1.016E-12,-1.064E-12,-1.290E-12,-1.351E-12
5.153E6,-1.016E-12,-1.064E-12,-1.290E-12,-1.351E-12
5.154E6,-1.016E-12,-1.064E-12,-1.291E-12,-1.351E-12
5.155E6,-1.016E-12,-1.064E-12,-1.291E-12,-1.352E-12
5.156E6,-1.016E-12,-1.065E-12,-1.291E-12,-1.352E-12
5.157E6,-1.017E-12,-1.065E-12,-1.291E-12,-1.352E-12
5.158E6,-1.017E-12,-1.065E-12,-1.292E-12,-1.353E-12
5.159E6,-1.017E-12,-1.065E-12,-1.292E-12,-1.353E-12
5.160E6,-1.017E-12,-1.066E-12,-1.292E-12,-1.353E-12
5.161E6,-1.017E-12,-1.066E-12,-1.292E-12,-1.353E-12
5.162E6,-1.018E-12,-1.066E-12,-1.293E-12,-1.354E-12
5.163E6,-1.018E-12,-1.066E-12,-1.293E-12,-1.354E-12
5.164E6,-1.018E-12,-1.066E-12,-1.293E-12,-1.354E-12
5.165E6,-1.018E-12,-1.067E-12,-1.293E-12,-1.354E-12
5.166E6,-1.018E-12,-1.067E-12,-1.294E-12,-1.355E-12
5.167E6,-1.019E-12,-1.067E-12,-1.294E-12,-1.355E-12
5.168E6,-1.019E-12,-1.067E-12,-1.294E-12,-1.355E-12
5.169E6,-1.019E-12,-1.067E-12,-1.294E-12,-1.355E-12
5.170E6,-1.019E-12,-1.068E-12,-1.295E-12,-1.356E-12
5.171E6,-1.019E-12,-1.068E-12,-1.295E-12,-1.356E-12
5.172E6,-1.020E-12,-1.068E-12,-1.295E-12,-1.356E-12
5.173E6,-1.020E-12,-1.068E-12,-1.295E-12,-1.356E-12
5.174E6,-1.020E-12,-1.068E-12,-1.296E-12,-1.357E-12
5.175E6,-1.020E-12,-1.069E-12,-1.296E-12,-1.357E-12
5.176E6,-1.020E-12,-1.069E-12,-1.296E-12,-1.357E-12
5.177E6,-1.021E-12,-1.069E-12,-1.296E-12,-1.358E-12
5.178E6,-1.021E-12,-1.069E-12,-1.297E-12,-1.358E-12
5.179E6,-1.021E-12,-1.069E-12,-1.297E-12,-1.358E-12
5.180E6,-1.021E-12,-1.070E-12,-1.297E-12,-1.358E-12
5.181E6,-1.021E-12,-1.070E-12,-1.297E-12,-1.359E-12
5.182E6,-1.022E-12,-1.070E-12,-1.298E-12,-1.359E-12
5.183E6,-1.022E-12,-1.070E-12,-1.298E-12,-1.359E-12
5.184E6,-1.022E-12,-1.070E-12,-1.298E-12,-1.359E-12
5.185E6,-1.022E-12,-1.071E-12,-1.298E-12,-1.360E-12
5.186E6,-1.022E-12,-1.071E-12,-1.299E-12,-1.360E-12
5.187E6,-1.023E-12,-1.071E-12,-1.299E-12,-1.360E-12
5.188E6,-1.023E-12,-1.071E-12,-1.299E-12,-1.360E-12
5.189E6,-1.023E-12,-1.071E-12,-1.299E-12,-1.361E-12
5.190E6,-1.023E-12,-1.072E-12,-1.300E-12,-1.361E-12
5.191E6,-1.023E-12,-1.072E-12,-1.300E-12,-1.361E-12
5.192E6,-1.024E-12,-1.072E-12,-1.300E-12,-1.361E-12
5.193E6,-1.024E-12,-1.072E-12,-1.300E-12,-1.362E-12
5.194E6,-1.024E-12,-1.073E-12,-1.301E-12,-1.362E-12
5.195E6,-1.024E-12,-1.073E-12,-1.301E-12,-1.362E-12
5.196E6,-1.024E-12,-1.073E-12,-1.301E-12,-1.363E-12
5.197E6,-1.025E-12,-1.073E-12,-1.301E-12,-1.363E-12
5.198E6,-1.025E-12,-1.073E-12,-1.302E-12,-1.363E-12
5.199E6,-1.025E-12,-1.074E-12,-1.302E-12,-1.363E-12
5.200E6,-1.025E-12,-1.074E-12,-1.302E-12,-1.364E-12
5.201E6,-1.025E-12,-1.074E-12,-1.302E-12,-1.364E-12
5.202E6,-1.026E-12,-1.074E-12,-1.303E-12,-1.364E-12
5.203E6,-1.026E-12,-1.074E-12,-1.303E-12,-1.364E-12
5.204E6,-1.026E-12,-1.075E-12,-1.303E-12,-1.365E-12
5.205E6,-1.026E-12,-1.075E-12,-1.304E-12,-1.365E-12
5.206E6,-1.026E-12,-1.075E-12,-1.304E-12,-1.365E-12
5.207E6,-1.027E-12,-1.075E-12,-1.304E-12,-1.365E-12
5.208E6,-1.027E-12,-1.075E-12,-1.304E-12,-1.366E-12
5.209E6,-1.027E-12,-1.076E-12,-1.305E-12,-1.366E-12
5.210E6,-1.027E-12,-1.076E-12,-1.305E-12,-1.366E-12
5.211E6,-1.027E-12,-1.076E-12,-1.305E-12,-1.366E-12
5.212E6,-1.027E-12,-1.076E-12,-1.305E-12,-1.367E-12
5.213E6,-1.028E-12,-1.076E-12,-1.306E-12,-1.367E-12
5.214E6,-1.028E-12,-1.077E-12,-1.306E-12,-1.367E-12
5.215E6,-1.028E-12,-1.077E-12,-1.306E-12,-1.367E-12
5.216E6,-1.028E-12,-1.077E-12,-1.306E-12,-1.368E-12
5.217E6,-1.028E-12,-1.077E-12,-1.307E-12,-1.368E-12
5.218E6,-1.029E-12,-1.077E-12,-1.307E-12,-1.368E-12
5.219E6,-1.029E-12,-1.078E-12,-1.307E-12,-1.369E-12
5.220E6,-1.029E-12,-1.078E-12,-1.307E-12,-1.369E-12
5.221E6,-1.029E-12,-1.078E-12,-1.308E-12,-1.369E-12
5.222E6,-1.029E-12,-1.078E-12,-1.308E-12,-1.369E-12
5.223E6,-1.030E-12,-1.079E-12,-1.308E-12,-1.370E-12
5.224E6,-1.030E-12,-1.079E-12,-1.308E-12,-1.370E-12
5.225E6,-1.030E-12,-1.079E-12,-1.309E-12,-1.370E-12
5.226E6,-1.030E-12,-1.079E-12,-1.309E-12,-1.370E-12
5.227E6,-1.030E-12,-1.079E-12,-1.309E-12,-1.371E-12
5.228E6,-1.031E-12,-1.080E-12,-1.309E-12,-1.371E-12
5.229E6,-1.031E-12,-1.080E-12,-1.310E-12,-1.371E-12
5.230E6,-1.031E-12,-1.080E-12,-1.310E-12,-1.371E-12
5.231E6,-1.031E-12,-1.080E-12,-1.310E-12,-1.372E-12
5.232E6,-1.031E-12,-1.080E-12,-1.310E-12,-1.372E-12
5.233E6,-1.032E-12,-1.081E-12,-1.311E-12,-1.372E-12
5.234E6,-1.032E-12,-1.081E-12,-1.311E-12,-1.372E-12
5.235E6,-1.032E-12,-1.081E-12,-1.311E-12,-1.373E-12
5.236E6,-1.032E-12,-1.081E-12,-1.311E-12,-1.373E-12
5.237E6,-1.032E-12,-1.081E-12,-1.312E-12,-1.373E-12
5.238E6,-1.033E-12,-1.082E-12,-1.312E-12,-1.374E-12
5.239E6,-1.033E-12,-1.082E-12,-1.312E-12,-1.374E-12
5.240E6,-1.033E-12,-1.082E-12,-1.312E-12,-1.374E-12
5.241E6,-1.033E-12,-1.082E-12,-1.313E-12,-1.374E-12
5.242E6,-1.033E-12,-1.082E-12,-1.313E-12,-1.375E-12
5.243E6,-1.034E-12,-1.083E-12,-1.313E-12,-1.375E-12
5.244E6,-1.034E-12,-1.083E-12,-1.313E-12,-1.375E-12
5.245E6,-1.034E-12,-1.083E-12,-1.314E-12,-1.375E-12
5.246E6,-1.034E-12,-1.083E-12,-1.314E-12,-1.376E-12
5.247E6,-1.034E-12,-1.083E-12,-1.314E-12,-1.376E-12
5.248E6,-1.035E-12,-1.084E-12,-1.314E-12,-1.376E-12
5.249E6,-1.035E-12,-1.084E-12,-1.315E-12,-1.376E-12
5.250E6,-1.035E-12,-1.084E-12,-1.315E-12,-1.377E-12
5.251E6,-1.035E-12,-1.084E-12,-1.315E-12,-1.377E-12
5.252E6,-1.035E-12,-1.085E-12,-1.315E-12,-1.377E-12
5.253E6,-1.036E-12,-1.085E-12,-1.316E-12,-1.377E-12
5.254E6,-1.036E-12,-1.085E-12,-1.316E-12,-1.378E-12
5.255E6,-1.036E-12,-1.085E-12,-1.316E-12,-1.378E-12
5.256E6,-1.036E-12,-1.085E-12,-1.316E-12,-1.378E-12
5.257E6,-1.036E-12,-1.086E-12,-1.317E-12,-1.378E-12
5.258E6,-1.037E-12,-1.086E-12,-1.317E-12,-1.379E-12
5.259E6,-1.037E-12,-1.086E-12,-1.317E-12,-1.379E-12
5.260E6,-1.037E-12,-1.086E-12,-1.317E-12,-1.379E-12
5.261E6,-1.037E-12,-1.086E-12,-1.318E-12,-1.380E-12
5.262E6,-1.037E-12,-1.087E-12,-1.318E-12,-1.380E-12
5.263E6,-1.038E-12,-1.087E-12,-1.318E-12,-1.380E-12
5.264E6,-1.038E-12,-1.087E-12,-1.318E-12,-1.380E-12
5.265E6,-1.038E-12,-1.087E-12,-1.319E-12,-1.381E-12
5.266E6,-1.038E-12,-1.087E-12,-1.319E-12,-1.381E-12
5.267E6,-1.038E-12,-1.088E-12,-1.319E-12,-1.381E-12
5.268E6,-1.039E-12,-1.088E-12,-1.319E-12,-1.381E-12
5.269E6,-1.039E-12,-1.088E-12,-1.320E-12,-1.382E-12
5.270E6,-1.039E-12,-1.088E-12,-1.320E-12,-1.382E-12
5.271E6,-1.039E-12,-1.088E-12,-1.320E-12,-1.382E-12
5.272E6,-1.039E-12,-1.089E-12,-1.320E-12,-1.382E-12
5.273E6,-1.040E-12,-1.089E-12,-1.321E-12,-1.383E-12
5.274E6,-1.040E-12,-1.089E-12,-1.321E-12,-1.383E-12
5.275E6,-1.040E-12,-1.089E-12,-1.321E-12,-1.383E-12
5.276E6,-1.040E-12,-1.089E-12,-1.321E-12,-1.383E-12
5.277E6,-1.040E-12,-1.090E-12,-1.322E-12,-1.384E-12
5.278E6,-1.041E-12,-1.090E-12,-1.322E-12,-1.384E-12
5.279E6,-1.041E-12,-1.090E-12,-1.322E-12,-1.384E-12
5.280E6,-1.041E-12,-1.090E-12,-1.322E-12,-1.385E-12
5.281E6,-1.041E-12,-1.090E-12,-1.323E-12,-1.385E-12
5.282E6,-1.041E-12,-1.091E-12,-1.323E-12,-1.385E-12
5.283E6,-1.041E-12,-1.091E-12,-1.323E-12,-1.385E-12
5.284E6,-1.042E-12,-1.091E-12,-1.323E-12,-1.386E-12
5.285E6,-1.042E-12,-1.091E-12,-1.324E-12,-1.386E-12
5.286E6,-1.042E-12,-1.092E-12,-1.324E-12,-1.386E-12
5.287E6,-1.042E-12,-1.092E-12,-1.324E-12,-1.386E-12
5.288E6,-1.042E-12,-1.092E-12,-1.324E-12,-1.387E-12
5.289E6,-1.043E-12,-1.092E-12,-1.325E-12,-1.387E-12
5.290E6,-1.043E-12,-1.092E-12,-1.325E-12,-1.387E-12
5.291E6,-1.043E-12,-1.093E-12,-1.325E-12,-1.387E-12
5.292E6,-1.043E-12,-1.093E-12,-1.325E-12,-1.388E-12
5.293E6,-1.043E-12,-1.093E-12,-1.326E-12,-1.388E-12
5.294E6,-1.044E-12,-1.093E-12,-1.326E-12,-1.388E-12
5.295E6,-1.044E-12,-1.093E-12,-1.326E-12,-1.388E-12
5.296E6,-1.044E-12,-1.094E-12,-1.326E-12,-1.389E-12
5.297E6,-1.044E-12,-1.094E-12,-1.327E-12,-1.389E-12
5.298E6,-1.044E-12,-1.094E-12,-1.327E-12,-1.389E-12
5.299E6,-1.045E-12,-1.094E-12,-1.327E-12,-1.390E-12
5.300E6,-1.045E-12,-1.094E-12,-1.327E-12,-1.390E-12
5.301E6,-1.045E-12,-1.095E-12,-1.328E-12,-1.390E-12
5.302E6,-1.045E-12,-1.095E-12,-1.328E-12,-1.390E-12
5.303E6,-1.045E-12,-1.095E-12,-1.328E-12,-1.391E-12
5.304E6,-1.046E-12,-1.095E-12,-1.328E-12,-1.391E-12
5.305E6,-1.046E-12,-1.095E-12,-1.329E-12,-1.391E-12
5.306E6,-1.046E-12,-1.096E-12,-1.329E-12,-1.391E-12
5.307E6,-1.046E-12,-1.096E-12,-1.329E-12,-1.392E-12
5.308E6,-1.046E-12,-1.096E-12,-1.329E-12,-1.392E-12
5.309E6,-1.047E-12,-1.096E-12,-1.330E-12,-1.392E-12
5.310E6,-1.047E-12,-1.096E-12,-1.330E-12,-1.392E-12
5.311E6,-1.047E-12,-1.097E-12,-1.330E-12,-1.393E-12
5.312E6,-1.047E-12,-1.097E-12,-1.330E-12,-1.393E-12
5.313E6,-1.047E-12,-1.097E-12,-1.331E-12,-1.393E-12
5.314E6,-1.048E-12,-1.097E-12,-1.331E-12,-1.393E-12
5.315E6,-1.048E-12,-1.098E-12,-1.331E-12,-1.394E-12
5.316E6,-1.048E-12,-1.098E-12,-1.331E-12,-1.394E-12
5.317E6,-1.048E-12,-1.098E-12,-1.332E-12,-1.394E-12
5.318E6,-1.048E-12,-1.098E-12,-1.332E-12,-1.394E-12
5.319E6,-1.049E-12,-1.098E-12,-1.332E-12,-1.395E-12
5.320E6,-1.049E-12,-1.099E-12,-1.332E-12,-1.395E-12
5.321E6,-1.049E-12,-1.099E-12,-1.333E-12,-1.395E-12
5.322E6,-1.049E-12,-1.099E-12,-1.333E-12,-1.396E-12
5.323E6,-1.049E-12,-1.099E-12,-1.333E-12,-1.396E-12
5.324E6,-1.050E-12,-1.099E-12,-1.333E-12,-1.396E-12
5.325E6,-1.050E-12,-1.100E-12,-1.334E-12,-1.396E-12
5.326E6,-1.050E-12,-1.100E-12,-1.334E-12,-1.397E-12
5.327E6,-1.050E-12,-1.100E-12,-1.334E-12,-1.397E-12
5.328E6,-1.050E-12,-1.100E-12,-1.334E-12,-1.397E-12
5.329E6,-1.051E-12,-1.100E-12,-1.335E-12,-1.397E-12
5.330E6,-1.051E-12,-1.101E-12,-1.335E-12,-1.398E-12
5.331E6,-1.051E-12,-1.101E-12,-1.335E-12,-1.398E-12
5.332E6,-1.051E-12,-1.101E-12,-1.335E-12,-1.398E-12
5.333E6,-1.051E-12,-1.101E-12,-1.336E-12,-1.398E-12
5.334E6,-1.052E-12,-1.101E-12,-1.336E-12,-1.399E-12
5.335E6,-1.052E-12,-1.102E-12,-1.336E-12,-1.399E-12
5.336E6,-1.052E-12,-1.102E-12,-1.336E-12,-1.399E-12
5.337E6,-1.052E-12,-1.102E-12,-1.337E-12,-1.399E-12
5.338E6,-1.052E-12,-1.102E-12,-1.337E-12,-1.400E-12
5.339E6,-1.053E-12,-1.102E-12,-1.337E-12,-1.400E-12
