freq,imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.2 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.4 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.6 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.8 ))
2.786E6,-549.2E-15,-575.3E-15,-697.7E-15,-730.6E-15
2.787E6,-549.4E-15,-575.5E-15,-698.0E-15,-730.8E-15
2.788E6,-549.6E-15,-575.7E-15,-698.2E-15,-731.1E-15
2.789E6,-549.8E-15,-575.9E-15,-698.5E-15,-731.3E-15
2.790E6,-550.0E-15,-576.1E-15,-698.7E-15,-731.6E-15
2.791E6,-550.2E-15,-576.3E-15,-699.0E-15,-731.9E-15
2.792E6,-550.4E-15,-576.5E-15,-699.2E-15,-732.1E-15
2.793E6,-550.6E-15,-576.7E-15,-699.5E-15,-732.4E-15
2.794E6,-550.8E-15,-577.0E-15,-699.7E-15,-732.7E-15
2.795E6,-551.0E-15,-577.2E-15,-700.0E-15,-732.9E-15
2.796E6,-551.2E-15,-577.4E-15,-700.2E-15,-733.2E-15
2.797E6,-551.4E-15,-577.6E-15,-700.5E-15,-733.4E-15
2.798E6,-551.6E-15,-577.8E-15,-700.7E-15,-733.7E-15
2.799E6,-551.8E-15,-578.0E-15,-701.0E-15,-734.0E-15
2.800E6,-552.0E-15,-578.2E-15,-701.2E-15,-734.2E-15
2.801E6,-552.2E-15,-578.4E-15,-701.5E-15,-734.5E-15
2.802E6,-552.4E-15,-578.6E-15,-701.7E-15,-734.8E-15
2.803E6,-552.6E-15,-578.8E-15,-702.0E-15,-735.0E-15
2.804E6,-552.8E-15,-579.0E-15,-702.2E-15,-735.3E-15
2.805E6,-553.0E-15,-579.2E-15,-702.5E-15,-735.5E-15
2.806E6,-553.2E-15,-579.4E-15,-702.7E-15,-735.8E-15
2.807E6,-553.4E-15,-579.6E-15,-703.0E-15,-736.1E-15
2.808E6,-553.6E-15,-579.8E-15,-703.2E-15,-736.3E-15
2.809E6,-553.8E-15,-580.0E-15,-703.5E-15,-736.6E-15
2.810E6,-554.0E-15,-580.3E-15,-703.7E-15,-736.9E-15
2.811E6,-554.2E-15,-580.5E-15,-704.0E-15,-737.1E-15
2.812E6,-554.4E-15,-580.7E-15,-704.2E-15,-737.4E-15
2.813E6,-554.6E-15,-580.9E-15,-704.5E-15,-737.6E-15
2.814E6,-554.8E-15,-581.1E-15,-704.7E-15,-737.9E-15
2.815E6,-555.0E-15,-581.3E-15,-705.0E-15,-738.2E-15
2.816E6,-555.2E-15,-581.5E-15,-705.2E-15,-738.4E-15
2.817E6,-555.4E-15,-581.7E-15,-705.5E-15,-738.7E-15
2.818E6,-555.5E-15,-581.9E-15,-705.7E-15,-739.0E-15
2.819E6,-555.7E-15,-582.1E-15,-706.0E-15,-739.2E-15
2.820E6,-555.9E-15,-582.3E-15,-706.2E-15,-739.5E-15
2.821E6,-556.1E-15,-582.5E-15,-706.5E-15,-739.7E-15
2.822E6,-556.3E-15,-582.7E-15,-706.7E-15,-740.0E-15
2.823E6,-556.5E-15,-582.9E-15,-707.0E-15,-740.3E-15
2.824E6,-556.7E-15,-583.1E-15,-707.2E-15,-740.5E-15
2.825E6,-556.9E-15,-583.4E-15,-707.5E-15,-740.8E-15
2.826E6,-557.1E-15,-583.6E-15,-707.7E-15,-741.0E-15
2.827E6,-557.3E-15,-583.8E-15,-708.0E-15,-741.3E-15
2.828E6,-557.5E-15,-584.0E-15,-708.2E-15,-741.6E-15
2.829E6,-557.7E-15,-584.2E-15,-708.5E-15,-741.8E-15
2.830E6,-557.9E-15,-584.4E-15,-708.7E-15,-742.1E-15
2.831E6,-558.1E-15,-584.6E-15,-709.0E-15,-742.4E-15
2.832E6,-558.3E-15,-584.8E-15,-709.2E-15,-742.6E-15
2.833E6,-558.5E-15,-585.0E-15,-709.5E-15,-742.9E-15
2.834E6,-558.7E-15,-585.2E-15,-709.7E-15,-743.1E-15
2.835E6,-558.9E-15,-585.4E-15,-710.0E-15,-743.4E-15
2.836E6,-559.1E-15,-585.6E-15,-710.2E-15,-743.7E-15
2.837E6,-559.3E-15,-585.8E-15,-710.5E-15,-743.9E-15
2.838E6,-559.5E-15,-586.0E-15,-710.7E-15,-744.2E-15
2.839E6,-559.7E-15,-586.2E-15,-711.0E-15,-744.5E-15
2.840E6,-559.9E-15,-586.4E-15,-711.2E-15,-744.7E-15
2.841E6,-560.1E-15,-586.7E-15,-711.5E-15,-745.0E-15
2.842E6,-560.3E-15,-586.9E-15,-711.7E-15,-745.2E-15
2.843E6,-560.5E-15,-587.1E-15,-712.0E-15,-745.5E-15
2.844E6,-560.7E-15,-587.3E-15,-712.2E-15,-745.8E-15
2.845E6,-560.9E-15,-587.5E-15,-712.5E-15,-746.0E-15
2.846E6,-561.1E-15,-587.7E-15,-712.7E-15,-746.3E-15
2.847E6,-561.3E-15,-587.9E-15,-713.0E-15,-746.6E-15
2.848E6,-561.5E-15,-588.1E-15,-713.2E-15,-746.8E-15
2.849E6,-561.7E-15,-588.3E-15,-713.5E-15,-747.1E-15
2.850E6,-561.9E-15,-588.5E-15,-713.7E-15,-747.3E-15
2.851E6,-562.1E-15,-588.7E-15,-714.0E-15,-747.6E-15
2.852E6,-562.3E-15,-588.9E-15,-714.2E-15,-747.9E-15
2.853E6,-562.4E-15,-589.1E-15,-714.5E-15,-748.1E-15
2.854E6,-562.6E-15,-589.3E-15,-714.7E-15,-748.4E-15
2.855E6,-562.8E-15,-589.5E-15,-715.0E-15,-748.7E-15
2.856E6,-563.0E-15,-589.8E-15,-715.2E-15,-748.9E-15
2.857E6,-563.2E-15,-590.0E-15,-715.5E-15,-749.2E-15
2.858E6,-563.4E-15,-590.2E-15,-715.7E-15,-749.4E-15
2.859E6,-563.6E-15,-590.4E-15,-716.0E-15,-749.7E-15
2.860E6,-563.8E-15,-590.6E-15,-716.2E-15,-750.0E-15
2.861E6,-564.0E-15,-590.8E-15,-716.5E-15,-750.2E-15
2.862E6,-564.2E-15,-591.0E-15,-716.7E-15,-750.5E-15
2.863E6,-564.4E-15,-591.2E-15,-717.0E-15,-750.8E-15
2.864E6,-564.6E-15,-591.4E-15,-717.3E-15,-751.0E-15
2.865E6,-564.8E-15,-591.6E-15,-717.5E-15,-751.3E-15
2.866E6,-565.0E-15,-591.8E-15,-717.8E-15,-751.5E-15
2.867E6,-565.2E-15,-592.0E-15,-718.0E-15,-751.8E-15
2.868E6,-565.4E-15,-592.2E-15,-718.3E-15,-752.1E-15
2.869E6,-565.6E-15,-592.4E-15,-718.5E-15,-752.3E-15
2.870E6,-565.8E-15,-592.6E-15,-718.8E-15,-752.6E-15
2.871E6,-566.0E-15,-592.9E-15,-719.0E-15,-752.8E-15
2.872E6,-566.2E-15,-593.1E-15,-719.3E-15,-753.1E-15
2.873E6,-566.4E-15,-593.3E-15,-719.5E-15,-753.4E-15
2.874E6,-566.6E-15,-593.5E-15,-719.8E-15,-753.6E-15
2.875E6,-566.8E-15,-593.7E-15,-720.0E-15,-753.9E-15
2.876E6,-567.0E-15,-593.9E-15,-720.3E-15,-754.2E-15
2.877E6,-567.2E-15,-594.1E-15,-720.5E-15,-754.4E-15
2.878E6,-567.4E-15,-594.3E-15,-720.8E-15,-754.7E-15
2.879E6,-567.6E-15,-594.5E-15,-721.0E-15,-754.9E-15
2.880E6,-567.8E-15,-594.7E-15,-721.3E-15,-755.2E-15
2.881E6,-568.0E-15,-594.9E-15,-721.5E-15,-755.5E-15
2.882E6,-568.2E-15,-595.1E-15,-721.8E-15,-755.7E-15
2.883E6,-568.4E-15,-595.3E-15,-722.0E-15,-756.0E-15
2.884E6,-568.6E-15,-595.5E-15,-722.3E-15,-756.3E-15
2.885E6,-568.8E-15,-595.7E-15,-722.5E-15,-756.5E-15
2.886E6,-569.0E-15,-595.9E-15,-722.8E-15,-756.8E-15
2.887E6,-569.2E-15,-596.2E-15,-723.0E-15,-757.0E-15
2.888E6,-569.3E-15,-596.4E-15,-723.3E-15,-757.3E-15
2.889E6,-569.5E-15,-596.6E-15,-723.5E-15,-757.6E-15
2.890E6,-569.7E-15,-596.8E-15,-723.8E-15,-757.8E-15
2.891E6,-569.9E-15,-597.0E-15,-724.0E-15,-758.1E-15
2.892E6,-570.1E-15,-597.2E-15,-724.3E-15,-758.4E-15
2.893E6,-570.3E-15,-597.4E-15,-724.5E-15,-758.6E-15
2.894E6,-570.5E-15,-597.6E-15,-724.8E-15,-758.9E-15
2.895E6,-570.7E-15,-597.8E-15,-725.0E-15,-759.1E-15
2.896E6,-570.9E-15,-598.0E-15,-725.3E-15,-759.4E-15
2.897E6,-571.1E-15,-598.2E-15,-725.5E-15,-759.7E-15
2.898E6,-571.3E-15,-598.4E-15,-725.8E-15,-759.9E-15
2.899E6,-571.5E-15,-598.6E-15,-726.0E-15,-760.2E-15
2.900E6,-571.7E-15,-598.8E-15,-726.3E-15,-760.5E-15
2.901E6,-571.9E-15,-599.0E-15,-726.5E-15,-760.7E-15
2.902E6,-572.1E-15,-599.3E-15,-726.8E-15,-761.0E-15
2.903E6,-572.3E-15,-599.5E-15,-727.0E-15,-761.2E-15
2.904E6,-572.5E-15,-599.7E-15,-727.3E-15,-761.5E-15
2.905E6,-572.7E-15,-599.9E-15,-727.5E-15,-761.8E-15
2.906E6,-572.9E-15,-600.1E-15,-727.8E-15,-762.0E-15
2.907E6,-573.1E-15,-600.3E-15,-728.0E-15,-762.3E-15
2.908E6,-573.3E-15,-600.5E-15,-728.3E-15,-762.6E-15
2.909E6,-573.5E-15,-600.7E-15,-728.5E-15,-762.8E-15
2.910E6,-573.7E-15,-600.9E-15,-728.8E-15,-763.1E-15
2.911E6,-573.9E-15,-601.1E-15,-729.0E-15,-763.3E-15
2.912E6,-574.1E-15,-601.3E-15,-729.3E-15,-763.6E-15
2.913E6,-574.3E-15,-601.5E-15,-729.5E-15,-763.9E-15
2.914E6,-574.5E-15,-601.7E-15,-729.8E-15,-764.1E-15
2.915E6,-574.7E-15,-601.9E-15,-730.0E-15,-764.4E-15
2.916E6,-574.9E-15,-602.1E-15,-730.3E-15,-764.6E-15
2.917E6,-575.1E-15,-602.3E-15,-730.5E-15,-764.9E-15
2.918E6,-575.3E-15,-602.6E-15,-730.8E-15,-765.2E-15
2.919E6,-575.5E-15,-602.8E-15,-731.0E-15,-765.4E-15
2.920E6,-575.7E-15,-603.0E-15,-731.3E-15,-765.7E-15
2.921E6,-575.9E-15,-603.2E-15,-731.5E-15,-766.0E-15
2.922E6,-576.1E-15,-603.4E-15,-731.8E-15,-766.2E-15
2.923E6,-576.2E-15,-603.6E-15,-732.0E-15,-766.5E-15
2.924E6,-576.4E-15,-603.8E-15,-732.3E-15,-766.7E-15
2.925E6,-576.6E-15,-604.0E-15,-732.5E-15,-767.0E-15
2.926E6,-576.8E-15,-604.2E-15,-732.8E-15,-767.3E-15
2.927E6,-577.0E-15,-604.4E-15,-733.0E-15,-767.5E-15
2.928E6,-577.2E-15,-604.6E-15,-733.3E-15,-767.8E-15
2.929E6,-577.4E-15,-604.8E-15,-733.5E-15,-768.1E-15
2.930E6,-577.6E-15,-605.0E-15,-733.8E-15,-768.3E-15
2.931E6,-577.8E-15,-605.2E-15,-734.0E-15,-768.6E-15
2.932E6,-578.0E-15,-605.4E-15,-734.3E-15,-768.8E-15
2.933E6,-578.2E-15,-605.7E-15,-734.5E-15,-769.1E-15
2.934E6,-578.4E-15,-605.9E-15,-734.8E-15,-769.4E-15
2.935E6,-578.6E-15,-606.1E-15,-735.0E-15,-769.6E-15
2.936E6,-578.8E-15,-606.3E-15,-735.3E-15,-769.9E-15
2.937E6,-579.0E-15,-606.5E-15,-735.5E-15,-770.2E-15
2.938E6,-579.2E-15,-606.7E-15,-735.8E-15,-770.4E-15
2.939E6,-579.4E-15,-606.9E-15,-736.0E-15,-770.7E-15
2.940E6,-579.6E-15,-607.1E-15,-736.3E-15,-770.9E-15
2.941E6,-579.8E-15,-607.3E-15,-736.5E-15,-771.2E-15
2.942E6,-580.0E-15,-607.5E-15,-736.8E-15,-771.5E-15
2.943E6,-580.2E-15,-607.7E-15,-737.0E-15,-771.7E-15
2.944E6,-580.4E-15,-607.9E-15,-737.3E-15,-772.0E-15
2.945E6,-580.6E-15,-608.1E-15,-737.5E-15,-772.3E-15
2.946E6,-580.8E-15,-608.3E-15,-737.8E-15,-772.5E-15
2.947E6,-581.0E-15,-608.5E-15,-738.0E-15,-772.8E-15
2.948E6,-581.2E-15,-608.8E-15,-738.3E-15,-773.0E-15
2.949E6,-581.4E-15,-609.0E-15,-738.5E-15,-773.3E-15
2.950E6,-581.6E-15,-609.2E-15,-738.8E-15,-773.6E-15
2.951E6,-581.8E-15,-609.4E-15,-739.0E-15,-773.8E-15
2.952E6,-582.0E-15,-609.6E-15,-739.3E-15,-774.1E-15
2.953E6,-582.2E-15,-609.8E-15,-739.5E-15,-774.4E-15
2.954E6,-582.4E-15,-610.0E-15,-739.8E-15,-774.6E-15
2.955E6,-582.6E-15,-610.2E-15,-740.0E-15,-774.9E-15
2.956E6,-582.8E-15,-610.4E-15,-740.3E-15,-775.1E-15
2.957E6,-583.0E-15,-610.6E-15,-740.5E-15,-775.4E-15
2.958E6,-583.1E-15,-610.8E-15,-740.8E-15,-775.7E-15
2.959E6,-583.3E-15,-611.0E-15,-741.0E-15,-775.9E-15
2.960E6,-583.5E-15,-611.2E-15,-741.3E-15,-776.2E-15
2.961E6,-583.7E-15,-611.4E-15,-741.5E-15,-776.4E-15
2.962E6,-583.9E-15,-611.6E-15,-741.8E-15,-776.7E-15
2.963E6,-584.1E-15,-611.8E-15,-742.0E-15,-777.0E-15
2.964E6,-584.3E-15,-612.1E-15,-742.3E-15,-777.2E-15
2.965E6,-584.5E-15,-612.3E-15,-742.5E-15,-777.5E-15
2.966E6,-584.7E-15,-612.5E-15,-742.8E-15,-777.8E-15
2.967E6,-584.9E-15,-612.7E-15,-743.0E-15,-778.0E-15
2.968E6,-585.1E-15,-612.9E-15,-743.3E-15,-778.3E-15
2.969E6,-585.3E-15,-613.1E-15,-743.5E-15,-778.5E-15
2.970E6,-585.5E-15,-613.3E-15,-743.8E-15,-778.8E-15
2.971E6,-585.7E-15,-613.5E-15,-744.0E-15,-779.1E-15
2.972E6,-585.9E-15,-613.7E-15,-744.3E-15,-779.3E-15
2.973E6,-586.1E-15,-613.9E-15,-744.5E-15,-779.6E-15
2.974E6,-586.3E-15,-614.1E-15,-744.8E-15,-779.9E-15
2.975E6,-586.5E-15,-614.3E-15,-745.0E-15,-780.1E-15
2.976E6,-586.7E-15,-614.5E-15,-745.3E-15,-780.4E-15
2.977E6,-586.9E-15,-614.7E-15,-745.5E-15,-780.6E-15
2.978E6,-587.1E-15,-614.9E-15,-745.8E-15,-780.9E-15
2.979E6,-587.3E-15,-615.2E-15,-746.0E-15,-781.2E-15
2.980E6,-587.5E-15,-615.4E-15,-746.3E-15,-781.4E-15
2.981E6,-587.7E-15,-615.6E-15,-746.6E-15,-781.7E-15
2.982E6,-587.9E-15,-615.8E-15,-746.8E-15,-782.0E-15
2.983E6,-588.1E-15,-616.0E-15,-747.1E-15,-782.2E-15
2.984E6,-588.3E-15,-616.2E-15,-747.3E-15,-782.5E-15
2.985E6,-588.5E-15,-616.4E-15,-747.6E-15,-782.7E-15
2.986E6,-588.7E-15,-616.6E-15,-747.8E-15,-783.0E-15
2.987E6,-588.9E-15,-616.8E-15,-748.1E-15,-783.3E-15
2.988E6,-589.1E-15,-617.0E-15,-748.3E-15,-783.5E-15
2.989E6,-589.3E-15,-617.2E-15,-748.6E-15,-783.8E-15
2.990E6,-589.5E-15,-617.4E-15,-748.8E-15,-784.1E-15
2.991E6,-589.7E-15,-617.6E-15,-749.1E-15,-784.3E-15
2.992E6,-589.9E-15,-617.8E-15,-749.3E-15,-784.6E-15
2.993E6,-590.0E-15,-618.0E-15,-749.6E-15,-784.8E-15
2.994E6,-590.2E-15,-618.2E-15,-749.8E-15,-785.1E-15
2.995E6,-590.4E-15,-618.5E-15,-750.1E-15,-785.4E-15
2.996E6,-590.6E-15,-618.7E-15,-750.3E-15,-785.6E-15
2.997E6,-590.8E-15,-618.9E-15,-750.6E-15,-785.9E-15
2.998E6,-591.0E-15,-619.1E-15,-750.8E-15,-786.1E-15
2.999E6,-591.2E-15,-619.3E-15,-751.1E-15,-786.4E-15
3.000E6,-591.4E-15,-619.5E-15,-751.3E-15,-786.7E-15
3.001E6,-591.6E-15,-619.7E-15,-751.6E-15,-786.9E-15
3.002E6,-591.8E-15,-619.9E-15,-751.8E-15,-787.2E-15
3.003E6,-592.0E-15,-620.1E-15,-752.1E-15,-787.5E-15
3.004E6,-592.2E-15,-620.3E-15,-752.3E-15,-787.7E-15
3.005E6,-592.4E-15,-620.5E-15,-752.6E-15,-788.0E-15
3.006E6,-592.6E-15,-620.7E-15,-752.8E-15,-788.2E-15
3.007E6,-592.8E-15,-620.9E-15,-753.1E-15,-788.5E-15
3.008E6,-593.0E-15,-621.1E-15,-753.3E-15,-788.8E-15
3.009E6,-593.2E-15,-621.3E-15,-753.6E-15,-789.0E-15
3.010E6,-593.4E-15,-621.6E-15,-753.8E-15,-789.3E-15
3.011E6,-593.6E-15,-621.8E-15,-754.1E-15,-789.6E-15
3.012E6,-593.8E-15,-622.0E-15,-754.3E-15,-789.8E-15
3.013E6,-594.0E-15,-622.2E-15,-754.6E-15,-790.1E-15
3.014E6,-594.2E-15,-622.4E-15,-754.8E-15,-790.3E-15
3.015E6,-594.4E-15,-622.6E-15,-755.1E-15,-790.6E-15
3.016E6,-594.6E-15,-622.8E-15,-755.3E-15,-790.9E-15
3.017E6,-594.8E-15,-623.0E-15,-755.6E-15,-791.1E-15
3.018E6,-595.0E-15,-623.2E-15,-755.8E-15,-791.4E-15
3.019E6,-595.2E-15,-623.4E-15,-756.1E-15,-791.7E-15
3.020E6,-595.4E-15,-623.6E-15,-756.3E-15,-791.9E-15
3.021E6,-595.6E-15,-623.8E-15,-756.6E-15,-792.2E-15
3.022E6,-595.8E-15,-624.0E-15,-756.8E-15,-792.4E-15
3.023E6,-596.0E-15,-624.2E-15,-757.1E-15,-792.7E-15
3.024E6,-596.2E-15,-624.4E-15,-757.3E-15,-793.0E-15
3.025E6,-596.4E-15,-624.6E-15,-757.6E-15,-793.2E-15
3.026E6,-596.6E-15,-624.9E-15,-757.8E-15,-793.5E-15
3.027E6,-596.8E-15,-625.1E-15,-758.1E-15,-793.8E-15
3.028E6,-596.9E-15,-625.3E-15,-758.3E-15,-794.0E-15
3.029E6,-597.1E-15,-625.5E-15,-758.6E-15,-794.3E-15
3.030E6,-597.3E-15,-625.7E-15,-758.8E-15,-794.5E-15
3.031E6,-597.5E-15,-625.9E-15,-759.1E-15,-794.8E-15
3.032E6,-597.7E-15,-626.1E-15,-759.3E-15,-795.1E-15
3.033E6,-597.9E-15,-626.3E-15,-759.6E-15,-795.3E-15
3.034E6,-598.1E-15,-626.5E-15,-759.8E-15,-795.6E-15
3.035E6,-598.3E-15,-626.7E-15,-760.1E-15,-795.9E-15
3.036E6,-598.5E-15,-626.9E-15,-760.3E-15,-796.1E-15
3.037E6,-598.7E-15,-627.1E-15,-760.6E-15,-796.4E-15
3.038E6,-598.9E-15,-627.3E-15,-760.8E-15,-796.6E-15
3.039E6,-599.1E-15,-627.5E-15,-761.1E-15,-796.9E-15
3.040E6,-599.3E-15,-627.7E-15,-761.3E-15,-797.2E-15
3.041E6,-599.5E-15,-628.0E-15,-761.6E-15,-797.4E-15
3.042E6,-599.7E-15,-628.2E-15,-761.8E-15,-797.7E-15
3.043E6,-599.9E-15,-628.4E-15,-762.1E-15,-797.9E-15
3.044E6,-600.1E-15,-628.6E-15,-762.3E-15,-798.2E-15
3.045E6,-600.3E-15,-628.8E-15,-762.6E-15,-798.5E-15
3.046E6,-600.5E-15,-629.0E-15,-762.8E-15,-798.7E-15
3.047E6,-600.7E-15,-629.2E-15,-763.1E-15,-799.0E-15
3.048E6,-600.9E-15,-629.4E-15,-763.3E-15,-799.3E-15
3.049E6,-601.1E-15,-629.6E-15,-763.6E-15,-799.5E-15
3.050E6,-601.3E-15,-629.8E-15,-763.8E-15,-799.8E-15
3.051E6,-601.5E-15,-630.0E-15,-764.1E-15,-800.0E-15
3.052E6,-601.7E-15,-630.2E-15,-764.3E-15,-800.3E-15
3.053E6,-601.9E-15,-630.4E-15,-764.6E-15,-800.6E-15
3.054E6,-602.1E-15,-630.6E-15,-764.8E-15,-800.8E-15
3.055E6,-602.3E-15,-630.8E-15,-765.1E-15,-801.1E-15
3.056E6,-602.5E-15,-631.1E-15,-765.3E-15,-801.4E-15
3.057E6,-602.7E-15,-631.3E-15,-765.6E-15,-801.6E-15
3.058E6,-602.9E-15,-631.5E-15,-765.8E-15,-801.9E-15
3.059E6,-603.1E-15,-631.7E-15,-766.1E-15,-802.1E-15
3.060E6,-603.3E-15,-631.9E-15,-766.3E-15,-802.4E-15
3.061E6,-603.5E-15,-632.1E-15,-766.6E-15,-802.7E-15
3.062E6,-603.7E-15,-632.3E-15,-766.8E-15,-802.9E-15
3.063E6,-603.8E-15,-632.5E-15,-767.1E-15,-803.2E-15
3.064E6,-604.0E-15,-632.7E-15,-767.3E-15,-803.5E-15
3.065E6,-604.2E-15,-632.9E-15,-767.6E-15,-803.7E-15
3.066E6,-604.4E-15,-633.1E-15,-767.8E-15,-804.0E-15
3.067E6,-604.6E-15,-633.3E-15,-768.1E-15,-804.2E-15
3.068E6,-604.8E-15,-633.5E-15,-768.3E-15,-804.5E-15
3.069E6,-605.0E-15,-633.7E-15,-768.6E-15,-804.8E-15
3.070E6,-605.2E-15,-633.9E-15,-768.8E-15,-805.0E-15
3.071E6,-605.4E-15,-634.1E-15,-769.1E-15,-805.3E-15
3.072E6,-605.6E-15,-634.4E-15,-769.3E-15,-805.6E-15
3.073E6,-605.8E-15,-634.6E-15,-769.6E-15,-805.8E-15
3.074E6,-606.0E-15,-634.8E-15,-769.8E-15,-806.1E-15
3.075E6,-606.2E-15,-635.0E-15,-770.1E-15,-806.3E-15
3.076E6,-606.4E-15,-635.2E-15,-770.3E-15,-806.6E-15
3.077E6,-606.6E-15,-635.4E-15,-770.6E-15,-806.9E-15
3.078E6,-606.8E-15,-635.6E-15,-770.8E-15,-807.1E-15
3.079E6,-607.0E-15,-635.8E-15,-771.1E-15,-807.4E-15
3.080E6,-607.2E-15,-636.0E-15,-771.3E-15,-807.7E-15
3.081E6,-607.4E-15,-636.2E-15,-771.6E-15,-807.9E-15
3.082E6,-607.6E-15,-636.4E-15,-771.8E-15,-808.2E-15
3.083E6,-607.8E-15,-636.6E-15,-772.1E-15,-808.4E-15
3.084E6,-608.0E-15,-636.8E-15,-772.3E-15,-808.7E-15
3.085E6,-608.2E-15,-637.0E-15,-772.6E-15,-809.0E-15
3.086E6,-608.4E-15,-637.2E-15,-772.8E-15,-809.2E-15
3.087E6,-608.6E-15,-637.5E-15,-773.1E-15,-809.5E-15
3.088E6,-608.8E-15,-637.7E-15,-773.3E-15,-809.7E-15
3.089E6,-609.0E-15,-637.9E-15,-773.6E-15,-810.0E-15
3.090E6,-609.2E-15,-638.1E-15,-773.8E-15,-810.3E-15
3.091E6,-609.4E-15,-638.3E-15,-774.1E-15,-810.5E-15
3.092E6,-609.6E-15,-638.5E-15,-774.3E-15,-810.8E-15
3.093E6,-609.8E-15,-638.7E-15,-774.6E-15,-811.1E-15
3.094E6,-610.0E-15,-638.9E-15,-774.8E-15,-811.3E-15
3.095E6,-610.2E-15,-639.1E-15,-775.1E-15,-811.6E-15
3.096E6,-610.4E-15,-639.3E-15,-775.3E-15,-811.8E-15
3.097E6,-610.6E-15,-639.5E-15,-775.6E-15,-812.1E-15
3.098E6,-610.7E-15,-639.7E-15,-775.9E-15,-812.4E-15
3.099E6,-610.9E-15,-639.9E-15,-776.1E-15,-812.6E-15
3.100E6,-611.1E-15,-640.1E-15,-776.4E-15,-812.9E-15
3.101E6,-611.3E-15,-640.3E-15,-776.6E-15,-813.2E-15
3.102E6,-611.5E-15,-640.5E-15,-776.9E-15,-813.4E-15
3.103E6,-611.7E-15,-640.8E-15,-777.1E-15,-813.7E-15
3.104E6,-611.9E-15,-641.0E-15,-777.4E-15,-813.9E-15
3.105E6,-612.1E-15,-641.2E-15,-777.6E-15,-814.2E-15
3.106E6,-612.3E-15,-641.4E-15,-777.9E-15,-814.5E-15
3.107E6,-612.5E-15,-641.6E-15,-778.1E-15,-814.7E-15
3.108E6,-612.7E-15,-641.8E-15,-778.4E-15,-815.0E-15
3.109E6,-612.9E-15,-642.0E-15,-778.6E-15,-815.3E-15
3.110E6,-613.1E-15,-642.2E-15,-778.9E-15,-815.5E-15
3.111E6,-613.3E-15,-642.4E-15,-779.1E-15,-815.8E-15
3.112E6,-613.5E-15,-642.6E-15,-779.4E-15,-816.0E-15
3.113E6,-613.7E-15,-642.8E-15,-779.6E-15,-816.3E-15
3.114E6,-613.9E-15,-643.0E-15,-779.9E-15,-816.6E-15
3.115E6,-614.1E-15,-643.2E-15,-780.1E-15,-816.8E-15
3.116E6,-614.3E-15,-643.4E-15,-780.4E-15,-817.1E-15
3.117E6,-614.5E-15,-643.6E-15,-780.6E-15,-817.4E-15
3.118E6,-614.7E-15,-643.9E-15,-780.9E-15,-817.6E-15
3.119E6,-614.9E-15,-644.1E-15,-781.1E-15,-817.9E-15
3.120E6,-615.1E-15,-644.3E-15,-781.4E-15,-818.1E-15
3.121E6,-615.3E-15,-644.5E-15,-781.6E-15,-818.4E-15
3.122E6,-615.5E-15,-644.7E-15,-781.9E-15,-818.7E-15
3.123E6,-615.7E-15,-644.9E-15,-782.1E-15,-818.9E-15
3.124E6,-615.9E-15,-645.1E-15,-782.4E-15,-819.2E-15
3.125E6,-616.1E-15,-645.3E-15,-782.6E-15,-819.5E-15
3.126E6,-616.3E-15,-645.5E-15,-782.9E-15,-819.7E-15
3.127E6,-616.5E-15,-645.7E-15,-783.1E-15,-820.0E-15
3.128E6,-616.7E-15,-645.9E-15,-783.4E-15,-820.2E-15
3.129E6,-616.9E-15,-646.1E-15,-783.6E-15,-820.5E-15
3.130E6,-617.1E-15,-646.3E-15,-783.9E-15,-820.8E-15
3.131E6,-617.3E-15,-646.5E-15,-784.1E-15,-821.0E-15
3.132E6,-617.5E-15,-646.7E-15,-784.4E-15,-821.3E-15
3.133E6,-617.6E-15,-647.0E-15,-784.6E-15,-821.5E-15
3.134E6,-617.8E-15,-647.2E-15,-784.9E-15,-821.8E-15
3.135E6,-618.0E-15,-647.4E-15,-785.1E-15,-822.1E-15
3.136E6,-618.2E-15,-647.6E-15,-785.4E-15,-822.3E-15
3.137E6,-618.4E-15,-647.8E-15,-785.6E-15,-822.6E-15
3.138E6,-618.6E-15,-648.0E-15,-785.9E-15,-822.9E-15
3.139E6,-618.8E-15,-648.2E-15,-786.1E-15,-823.1E-15
3.140E6,-619.0E-15,-648.4E-15,-786.4E-15,-823.4E-15
3.141E6,-619.2E-15,-648.6E-15,-786.6E-15,-823.6E-15
3.142E6,-619.4E-15,-648.8E-15,-786.9E-15,-823.9E-15
3.143E6,-619.6E-15,-649.0E-15,-787.1E-15,-824.2E-15
3.144E6,-619.8E-15,-649.2E-15,-787.4E-15,-824.4E-15
3.145E6,-620.0E-15,-649.4E-15,-787.6E-15,-824.7E-15
3.146E6,-620.2E-15,-649.6E-15,-787.9E-15,-825.0E-15
3.147E6,-620.4E-15,-649.8E-15,-788.1E-15,-825.2E-15
3.148E6,-620.6E-15,-650.0E-15,-788.4E-15,-825.5E-15
