1 X,1 Y,2 X,2 Y
8.771475507970848e-11,0.9998813289774953,8.771475507970848e-11,0.0002285315395648698
8.823535689183528e-11,0.9998800001528211,8.823535689183528e-11,0.0002281257480805127
8.873965111406333e-11,0.9998811025994216,8.873965111406333e-11,0.0002284857155525345
8.924092878264342e-11,0.9998800475215402,8.924092878264342e-11,0.0002281348804809236
8.978324639963243e-11,0.9998820698626892,8.978324639963243e-11,0.0002286170135523576
9.030691422030128e-11,0.9998826552533601,9.030691422030128e-11,0.0002284296879806033
9.082007542771003e-11,0.9998854772473118,9.082007542771003e-11,0.0002288740266420134
9.137207692364169e-11,0.9998830665710831,9.137207692364169e-11,0.0002281037240603028
9.209161565732365e-11,0.9998783698397014,9.209161565732365e-11,0.0002276917302497859
9.259581573859482e-11,0.9998672294602843,9.259581573859482e-11,0.0002262509530972966
9.312290203217179e-11,0.9998541026698221,9.312290203217179e-11,0.0002255284810449333
9.361992388295948e-11,0.9998469142704266,9.361992388295948e-11,0.0002257723716782167
9.41929874240736e-11,0.999881109387837,9.41929874240736e-11,0.0002321729446343305
9.470306909518725e-11,0.9999754699672778,9.470306909518725e-11,0.000243911842530932
9.520471012302193e-11,1.000116423182073,9.520471012302193e-11,0.0002567844287739775
9.579877190660628e-11,1.000206844125952,9.579877190660628e-11,0.0002528291701281001
9.646822126996834e-11,1.000071433972545,9.646822126996834e-11,0.0002188109616387747
9.695652536386329e-11,0.9995899387457176,9.695652536386329e-11,0.000151707142485211
9.751246016506944e-11,0.9984835335334317,9.751246016506944e-11,3.52647712550927e-05
9.800966572584509e-11,0.9973951776972655,9.800966572584509e-11,-2.940020339584686e-05
9.862775676265366e-11,0.9980695849487443,9.862775676265366e-11,0.0002200989517605765
9.915965239773194e-11,1.002871532922805,9.915965239773194e-11,0.0009242921973500799
9.967412639776047e-11,1.011725645864185,9.967412639776047e-11,0.001867141380115651
1.003047437884055e-10,1.025464109291381,1.003047437884055e-10,0.002780456985732296
1.008660019207601e-10,1.032122504807661,1.008660019207601e-10,0.002301164782072995
1.013506737488961e-10,1.018562111917636,1.013506737488961e-10,-0.0008123403608397246
1.018695618903291e-10,0.9690780381318748,1.018695618903291e-10,-0.008056464583030257
1.023807309576864e-10,0.8805313581654103,1.023807309576864e-10,-0.01679926054141783
1.029563942834114e-10,0.748551298042729,1.029563942834114e-10,-0.01614042191340222
1.034990331816838e-10,0.6101036673574761,1.034990331816838e-10,0.009591173917420386
1.039076740401455e-10,0.499734694282858,1.039076740401455e-10,0.05028772625056485
1.045629258961135e-10,0.3294727661358851,1.045629258961135e-10,0.1555919383083699
1.051025953014417e-10,0.2173864087301582,1.051025953014417e-10,0.2744615151374058
1.055916302355713e-10,0.1468241682225032,1.055916302355713e-10,0.392867396555787
1.060351996304908e-10,0.1044753074095743,1.060351996304908e-10,0.5002722945611063
1.065467089452064e-10,0.07301495360897954,1.065467089452064e-10,0.615415230632358
1.071321946038625e-10,0.0497003494470671,1.071321946038625e-10,0.7202635115991967
1.076732940576529e-10,0.0352485097521389,1.076732940576529e-10,0.7917459264666873
1.081836311176071e-10,0.02554884473557063,1.081836311176071e-10,0.8406807322818738
1.088249487364244e-10,0.01708330955815731,1.088249487364244e-10,0.8839100080765554
1.093848994878927e-10,0.01242126181045645,1.093848994878927e-10,0.9120183533251723
1.098710630597572e-10,0.009773539166095139,1.098710630597572e-10,0.9321393839586682
1.103895524271427e-10,0.0077377231638761,1.103895524271427e-10,0.9496714898323453
1.109016306877746e-10,0.006151888057345075,1.109016306877746e-10,0.9631062319107189
1.114747220668399e-10,0.004680789146291408,1.114747220668399e-10,0.9740420779653952
1.120222053798244e-10,0.00355384538829704,1.120222053798244e-10,0.9814277499456115
1.125451020159215e-10,0.002715127223093839,1.125451020159215e-10,0.9864754628784883
1.132010150697569e-10,0.001936604217195412,1.132010150697569e-10,0.9909285387607583
1.13731834798521e-10,0.001491173780939059,1.13731834798521e-10,0.9934638029560648
1.142274675908802e-10,0.001176679750220703,1.142274675908802e-10,0.9952035837428097
1.147326457716358e-10,0.000931796411384461,1.147326457716358e-10,0.9964872759623423
1.152629468344598e-10,0.000734589773223009,1.152629468344598e-10,0.9974338785442576
1.158018035278891e-10,0.000588958059254328,1.158018035278891e-10,0.9981000331732848
1.163254488774213e-10,0.0004863430045722422,1.163254488774213e-10,0.9985600601242635
1.168622182592627e-10,0.000413912816904034,1.168622182592627e-10,0.9989028194300845
1.175547956614488e-10,0.0003492993756154194,1.175547956614488e-10,0.9992174028355133
1.180690050774454e-10,0.0003187286720101797,1.180690050774454e-10,0.9993831629827314
1.185802675344906e-10,0.000294673332670202,1.185802675344906e-10,0.9995069088667007
1.190794544507887e-10,0.0002789354522548556,1.190794544507887e-10,0.9995971967715246
1.196320671127409e-10,0.0002643082679007197,1.196320671127409e-10,0.9996720631313399
1.20146687821836e-10,0.0002561103841830003,1.20146687821836e-10,0.9997240019320999
1.206537931724708e-10,0.0002484148882781713,1.206537931724708e-10,0.9997633566921574
1.212217439928113e-10,0.0002438671400022705,1.212217439928113e-10,0.9997961646513043
1.217080743574009e-10,0.0002393144044367491,1.217080743574009e-10,0.9998173278796584
1.222218536747047e-10,0.0002374361848155761,1.222218536747047e-10,0.9998338764409085
1.227021627161034e-10,0.0002343718317727496,1.227021627161034e-10,0.9998456543764382
1.232029571470111e-10,0.0002337218762363048,1.232029571470111e-10,0.9998545684414419
1.237302509080797e-10,0.000231419482356592,1.237302509080797e-10,0.9998617535418781
1.24280346689066e-10,0.0002314201569964714,1.24280346689066e-10,0.9998669539704488
1.248132140540222e-10,0.0002297141155078962,1.248132140540222e-10,0.9998708553446238
1.253421580646127e-10,0.000230196250484916,1.253421580646127e-10,0.999873422982973
1.260186514148088e-10,0.0002287287303383717,1.260186514148088e-10,0.9998759970727213
1.265403394610784e-10,0.00022947563291196,1.265403394610784e-10,0.9998771492647679
