1 X,1 Y
0.5,0.4409992765345543
0.6,0.4462197239102
0.7,0.4542231173917518
0.7999999999999999,0.4627141471978844
0.8999999999999999,0.4699876052251418
0.9999999999999999,0.4763534866259795
1.1,0.4820135069448422
1.2,0.4871071474586768
1.3,0.4917353359254415
1.4,0.495973721534214
1.5,0.4998806212945886
1.6,0.5035020320436905
1.7,0.5068749292742146
1.8,0.5100295165936808
1.900000000000001,0.5129908060940145
2,0.5157797573123437
2.100000000000001,0.5184141163267606
2.200000000000001,0.5209090459050983
2.300000000000001,0.5232776068085685
2.400000000000001,0.5255311308949419
2.500000000000001,0.5276795142521828
2.600000000000001,0.5297314502499055
2.700000000000001,0.5316946168308749
2.800000000000001,0.5335758285005965
2.900000000000001,0.5353811607675251
3.000000000000001,0.5371160528559189
3.100000000000001,0.5387853931225569
3.200000000000002,0.5403935905647093
3.300000000000002,0.5419446350856534
3.400000000000002,0.543442148563703
3.500000000000002,0.5448894283765935
3.600000000000002,0.5462894846811543
3.700000000000002,0.5476450724968495
3.800000000000002,0.5489587194406269
3.900000000000002,0.550232749803565
4.000000000000002,0.5514693055305324
4.100000000000001,0.5526703645772562
4.200000000000001,0.5538377570213421
4.300000000000001,0.5549731792484484
4.4,0.5560782064908063
4.5,0.5571543039356234
4.6,0.5582028365940103
4.699999999999999,0.5592250780996985
4.799999999999999,0.5602222185664106
4.899999999999999,0.5611953716213804
4.999999999999998,0.5621455807243863
5.099999999999998,0.563073824846432
5.199999999999998,0.5639810235983694
5.299999999999997,0.5648680418526637
5.399999999999997,0.5657356939385051
5.499999999999996,0.5665847474350553
5.599999999999996,0.5674159266292282
5.699999999999996,0.5682299156543524
5.799999999999995,0.5690273613581213
5.899999999999995,0.5698088759130618
5.999999999999995,0.5705750392141412
6.099999999999994,0.5713264010704137
6.199999999999994,0.572063483210727
6.299999999999994,0.5727867811361297
6.399999999999993,0.5734967658162368
6.499999999999993,0.5741938852548178
6.599999999999993,0.5748785659337636
6.699999999999992,0.5755512141428921
6.799999999999992,0.5762122172196285
6.899999999999991,0.5768619446813706
6.999999999999991,0.5775007492877796
7.099999999999991,0.5781289680183236
7.19999999999999,0.5787469229860586
7.29999999999999,0.5793549222821962
7.39999999999999,0.5799532607639637
7.499999999999989,0.5805422207909825
7.599999999999989,0.5811220729044808
7.699999999999989,0.5816930764708697
7.799999999999988,0.5822554802751932
7.899999999999988,0.5828095230817207
7.999999999999988,0.5833554341507756
8.099999999999987,0.5838934337322871
8.199999999999987,0.5844237335212732
8.299999999999986,0.5849465370873952
8.399999999999986,0.5854620402805887
8.499999999999986,0.5859704316045342
8.599999999999985,0.5864718925795062
8.699999999999985,0.5869665980730294
8.799999999999985,0.5874547166133893
8.899999999999984,0.5879364106938915
8.999999999999984,0.5884118370467636
9.099999999999984,0.5888811469083576
9.199999999999983,0.5893444862704502
9.299999999999983,0.5898019961158069
9.399999999999983,0.5902538126384935
9.499999999999982,0.5907000674563065
9.599999999999982,0.5911408878095357
9.699999999999982,0.5915763967500549
9.799999999999981,0.5920067133177151
9.899999999999981,0.5924319527143094
10,0.5928522264595985
