freq,imag(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.2 ))/(2*3.14*xval(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.2 ))*1m),imag(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.4 ))/(2*3.14*xval(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.4 ))*1m),imag(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.6 ))/(2*3.14*xval(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.6 ))*1m),imag(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.8 ))/(2*3.14*xval(leafValue( i("PORT1:p" ?result "sweepVG_ac1-sweep" ?resultsDir "./cgs_nmos_vdd.raw") "VG_VAL" 0.8 ))*1m)
1.386E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.387E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.388E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.389E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.390E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.391E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.392E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.393E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.394E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.395E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.396E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.397E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.398E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.399E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.400E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.401E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.402E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.403E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.404E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.405E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.406E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.407E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.408E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.409E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.410E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.411E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.412E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.413E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.414E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.415E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.416E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.417E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.418E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.419E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.420E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.421E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.422E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.423E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.424E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.425E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.426E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.427E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.428E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.429E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.430E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.431E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.432E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.433E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.434E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.435E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.436E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.437E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.438E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.439E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.440E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.441E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.442E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.443E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.444E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.445E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.446E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.447E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.448E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.449E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.450E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.451E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.452E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.453E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.454E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.455E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.456E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.457E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.458E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.459E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.460E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.461E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.462E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.463E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.464E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.465E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.466E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.467E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.468E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.469E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.470E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.471E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.472E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.473E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.474E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.475E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.476E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.477E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.478E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.479E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.480E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.481E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.482E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.483E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.484E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.485E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.486E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.487E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.488E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.489E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.490E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.491E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.492E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.493E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.494E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.495E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.496E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.497E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.498E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.499E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.500E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.501E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.502E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.503E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.504E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.505E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.506E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.507E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.508E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.509E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.510E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.511E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.512E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.513E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.514E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.515E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.516E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.517E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.518E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.519E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.520E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.521E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.522E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.523E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.524E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.525E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.526E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.527E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.528E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.529E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.530E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.531E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.532E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.533E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.534E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.535E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.536E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.537E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.538E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.539E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.540E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.541E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.542E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.543E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.544E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.545E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.546E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.547E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.548E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.549E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.550E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.551E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.552E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.553E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.554E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.555E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.556E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.557E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.558E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.559E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.560E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.561E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.562E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.563E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.564E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.565E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.566E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.567E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.568E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.569E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.570E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.571E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.572E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.573E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.574E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.575E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.576E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.577E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.578E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.579E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.580E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.581E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.582E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.583E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.584E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.585E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.586E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.587E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.588E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.589E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.590E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.591E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.592E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.593E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.594E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.595E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.596E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.597E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.598E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.599E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.600E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.601E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.602E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.603E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.604E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.605E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.606E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.607E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.608E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.609E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.610E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.611E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.612E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.613E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.614E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.615E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.616E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.617E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.618E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.619E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.620E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.621E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.622E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.623E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.624E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.625E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.626E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.627E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.628E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.629E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.630E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.631E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.632E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.633E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.634E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.635E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.636E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.637E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.638E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.639E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.640E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.641E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.642E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.643E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.644E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.645E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.646E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.647E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.648E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.649E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.650E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.651E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.652E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.653E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.654E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.655E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.656E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.657E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.658E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.659E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.660E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.661E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.662E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.663E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.664E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.665E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.666E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.667E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.668E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.669E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.670E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.671E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.672E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.673E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.674E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.675E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.676E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.677E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.678E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.679E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.680E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.681E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.682E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.683E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.684E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.685E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.686E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.687E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.688E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.689E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.690E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.691E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.692E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.693E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.694E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.695E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.696E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.697E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.698E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.699E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.700E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.701E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.702E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.703E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.704E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.705E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.706E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.707E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.708E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.709E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.710E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.711E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.712E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.713E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.714E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.715E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.716E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.717E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.718E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.719E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.720E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.721E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.722E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.723E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.724E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.725E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.726E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.727E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.728E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.729E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.730E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.731E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.732E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.733E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.734E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.735E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
1.736E6,-27.63E-18,-33.42E-18,-35.75E-18,-38.79E-18
